document_id,clean_text,,Sentiment
39,"DC can STILL give us a compelling movie. Wasn't quite hyped about it, I mean, an origin story of a villain made by the director of Hangover movies; what could I even expect? Then, the reviews started to drop. Still wasn't sure if I would like it. And after I saw it, it was way better than I thought it would be. I won't call it a masterpiece, but it definitely is on my top 3 DC films of all times!Good : There's hardly anything bad about Joker. Joaquin Phoenix does a great job of bringing the character into life. Rather than a typical superhero/supervillain origin story, we get to see a psychological drama + horror, and thank God, we got that. I love the genre, I love films like Infinity War, Days of Future Past, Endgame and Raimi's Spider-Man. But occasionally, it's really good to take a break from such films. It's, kind of, in the category of films like Unbreakable. Basically, the movie is (no spoilers ahead) Arthur, being tormented by the society and being a mentally unstable loner, loses his mind after the constant torment and after that, all hell breaks loose. That's all the movie shows. It would be quite difficult to give a really good story for a plot like this, since there are many movies with this kind of plot (awfully crappy ones included). I completely liked this movie, means the screenplay and direction worked for me. You can feel for Arthur, whenever the movie asks you to. You want to root for Arthur, but you know that it will mean some incredibly terrible things will happen. We see him slowly transition into Joker, and when he completely turns into the Joker it is worth a round of applause. We feel good as well as terrified with the actions of the Joker whenever he snaps and crazy stuff happens. Without getting into spoilers, I would say - in short - that it has many quotable lines and each of them make sense. Whatever Joker (a psychopath) says is more realistic than what a sane person says. And obviously has some sick, terrifying and gruesome Joker moments that a proper Joker movie should have. If it's not clear by the trailers, there's no Batman here. But (again, no spoilers) it does have some Batman references to support the movie. It could've created a mess and might have felt like a shoehorned plotline, but it plays out as a proper support for the main story and the transition of Arthur into Joker.Mixed : It is a good thing that the movie has a 70s psycho horror vibe to it. But, it could've been more original. Like many others have pointed out, it's similar to Taxi Driver by Scorsese. While it wasn't a copy and paste of Taxi Driver, but some parts make it obvious that the movie was inspired by Taxi Driver. Not necessarily a bad thing, the movie has the elements as a homage-ish way, but looking at how well made it was, it could've been slightly more original. And, it may feel a bit slow for some people, though it's worth your time.My take on the controversy : It can happen that some morons might watch this film and cause violence. It can happen with any violent movie. But, even though it justified the Joker's actions, it doesn't show them to be right. Speaking of violence, it's just psychologically compelling horror. It's less violent than Deadpool, but feels more violent as it's a serious movie. So, glorification and siding with a psychopath is a complete and total nonsense.Conclusion : It's a must watch. You don't need to follow any of the DC movies to understand it. But do not expect it to be a typical superhero action film with CGI battles and a spectacle. Wrong expectations might ruin the experience. Else, I found it to be better than The Dark Knight Rises. And TDKR is one of my favorites in the genre. If a Nolan movie is replaced by another movie in my list, you may consider it to be great. One last thing, people causing violence because of Joker would be equivalent to The Good, The Bad and The Ugly inspiring three people to have a gun duel for some gold.Rating:Score : 10/10Grade : A+",,Positive
40,"Writer-director Todd Phillips's new movie ""Joker"" appeals to me on multiple levels, primarily by offering an engaging story, strongly rooted in believable reality, related to audiences mainly by opposing protagonist's prevalent dark depressive moods while using often optimistic soundtrack and sound editing, shallow nonetheless rich visuals, angles and framing, theatricality augmented through expressive costumes, props and sets, but most impressively via great principal performances and acting choices made by Joaquin Phoenix in the lead as a title character (under proper fictional name Arthur Fleck), whose sudden uncontrollable and seemingly inappropriate laughter (justified as a medical condition) easily counterpoints the (painful need for) outcry from Gotham (read: any) City masses, hurt and deprived by injustices of their quotidian existence, as well as by Robert De Niro in a quintessential supporting role of a TV-comedy show host Murray Franklin (both worthy of the end-of-the-year acting award considerations), and by setting believable pre-course for the future adventures of the most realistic DC Comics character, the Batman (not a superhero at all, with his extraordinary capabilities rather resulting from his physical fitness and skills combined with high technology employed), who appears here only as a young boy, and whose later adult activities could be understood as largely driven by what has happened to his parents in the final scene of this movie, an event directly inspired by actions of Joker, henceforth his future main nemeses.",,Positive
41,"Absolute disappointment. I believed the hype like a fool. No person that actually saw it told me it was a good movie, just the stupid reviews. It's so cringe, with nothing actually happening except Phoenix smoking and dancing around. There is no action, no substance, no humor. Everything is so cringe and overacted.
I suppose if you like those independent movies at TIFF or Cannes this is something for you. If you actually wanna be entertained and see The Joker from the DC, this is not it.
Best description is millennial joker. Society is mean to him, nobody gives him anything so he cries and complains about it to get attention. When none is given, he starts killing.",,Negative
42,"Joker is set in the early 80s of gotham city. a city filled with despair, piles of trash, and no batman( yet) we follow a man named arthur fleck. arthur is a lonely man with mental and physiological problems that is only trying to fit in. but the world keeps stepping on him. as one thing bad after another thing happens to arthur we slowly see him let go and see his decent into insanity.there is so much to say about this film. from the amazing cinematography to the phenomenal performance from phoenix. One thing that's so amazing about this movie is the parallels between arthur's life and at the end of the movie. everyone has a different ending. it leaves you with questions that make you ponder the whole movie. but in a good way. the writing is so clever, for example the staircase in this movie is used as a literary device for arthur's mental state, when he was struggling and felt he didn't belong we would heavily walk up those stairs. but when he becomes the joker, he dances down those same stairs, showing that he found himself. this movie is truly phenomenal and i suggest you give it a watch.",,Positive
43,"All the silly kids and people masquerading as film buffs and critics, please just go back to watching your happy go lucky rom coms with happy endings. Just sit in your dark room with your keyboard and make as many comments as you like on marvel movies being the best things you've seen. Maybe even give your mother a shout for more meatloaf while you tell us your thoughts on how the best movies are all crap and delve into how profound Donnie darko was. Keyboard warriors always seem to have thee most ridiculous insights and views on movies. To say this movie is boring is a statement I will never get. And overrated? Don't get my started. There have been so much worse than this movie for that, try avatar, titanic, citizen Kane etc. Doesn't make them bad movies (with the exception of avatar) but apparently overrated means crap now. It's a huge movie franchise, of course it will be hyped up! We have another batman coming out already after only a few short years after the last one ffs. Do you think the marvel films or Star Wars will stop because there was an end game and ending to the skywalker saga? Nope. And do you think these movies wouldn't be overrated at some point? This movie DESERVES to be hyped up. Gotham has never looked more like it should as it does in both animation and in the Arkham game series. I would both love and probably hate there to be a sequel if you get my meaning. The joker is intriguing because of his mysterious past and beginnings, I think this was enough and if we did delve any further we would lose that mysteriousness, but you can't help a small part of you wanting to know more. I read one review where the guy watched it as a date night film and said they didn't like its dark nature and were bored. Who the hell watches this as date movie? Maybe a serial killer. Not exactly a movie to get u in the mood is it. Maybe try hostel or I spit on your grave for next week buddy. I should stop reading reviews on here, they just annoy me. It's worse than YouTube almost...",,Negative
44,"What a beautify tragedy that was. It was pretty dark. Go watch something light and funny after. Don't get me wrong, it's worth the watch.",,Positive
45,"Best Joker I've seen, Joakim Phoenix does a very impressive role, movie as it is, is also very good, it's not like the Hollywood crap, that they usually do with comics.",,Positive
46,This my first time writing review about any movie here. Joaquin Phonix is a great actor. He perform very good acting. And this movie is one of the best movie this year. I just love it.,,Positive
47,Good movie joker always wins;) . . . . . . . . . . . . . . . . . .,,Positive
48,"Amazing character work. Highly enjoyable movie despite the heavy content. Joaquin Phoenix is superb job as Joker. I've always been a big fan of him and I'm so happy that he finally won the academy award that he well and truly deserved.The writing and Phoenix's is character work as Arthur, who later becomes Joker is tremendous. Author has had an extremely difficult life and he struggles with his mental illness. He ended up committing crimes that definitely makes him a villain, but a villain he audience can sympathize with. It is not a story that encourages violence, but instead, it's a story that describes what kind of events can lead a good person to do horrible things.",,Positive
49,Dark and very entertaining. Hoping for a joker 2. Would love to see Batman from the view of the joker,,Positive
50,"Best Joker I've seen, Joakim Phoenix does a very impressive role, movie as it is, is also very good, it's not like the Hollywood crap, that they usually do with comics.",,Positive
51,This my first time writing review about any movie here. Joaquin Phonix is a great actor. He perform very good acting. And this movie is one of the best movie this year. I just love it.,,Positive
52,Good movie joker always wins;) . . . . . . . . . . . . . . . . . .,,Positive
53,"Amazing character work. Highly enjoyable movie despite the heavy content. Joaquin Phoenix is superb job as Joker. I've always been a big fan of him and I'm so happy that he finally won the academy award that he well and truly deserved.The writing and Phoenix's is character work as Arthur, who later becomes Joker is tremendous. Author has had an extremely difficult life and he struggles with his mental illness. He ended up committing crimes that definitely makes him a villain, but a villain he audience can sympathize with. It is not a story that encourages violence, but instead, it's a story that describes what kind of events can lead a good person to do horrible things.",,Positive
54,Dark and very entertaining. Hoping for a joker 2. Would love to see Batman from the view of the joker,,Positive
55,"This is a movie for those who likes a dark plot!The actors are amazing. The story is interesting and you never feel like its boring.The movie is like a rabbit hole, you just keep running and running but there is no end. It gets deeper and deeper, until you have arrived at the breaking point where he just snaps, and its beautiful.Thats all i have to say!",,Positive
56,"Joaquin Phoenix plays the role of Joker absolutely amazingly! The music, casting, storyline was perfect and very much enjoyed it. There was even an applause at the end when I watched it at the cinema.",,Positive
57,I found this film perfect the acting the sound track the story and I enjoyed it so much,,Positive
58,"One of the best movie ever!
It's dark, it's beautiful in a dramatic way, it's sad, it's scary...
It's just one of the movie that you HAVE TO WATCH at least twice cuz you might missed something the first time!Of course Joaquin Phoenix is great, so is the director and the custom designer, set designer, the choreographer, the composer and so much more to make this another classic to go down the history!",,Positive
59,"I was not a fan of Joaquin Phoneix, but his performance was a career best and his Oscar win a big shock but well deserved. This is the darkest film since American Psycho with a true to characters story that has ever been told. Rejected by mother rejected by society and yet he still smiles. How this film never won best picture is all that's wrong with Oscars and they went with Green book to be safe. Robert de Niro always surprises me how good his acting is. They nominated The film Favorite instead of this film a film where a fat lady gets basted like a turkey and two women fight over right to do it.",,Positive
60,"I think it's understandable to see why people wouldn't like this movie, it's not a base villian orgin story that we expect from marvel or DC and I think many people expected that going in. The film is very uncomfortable and that's the point. At no point do you feel like the bad things Author is doing is ok, you know it's wrong but you have understanding on why this broken man is making these choices and the situations he's been forced into by predjudice and violence from an outside society. The praise for this movie is well deserved and the messages and themes are important and should be dissected. Though be really for a very bloody and intense experience.",,Positive
61,"Like the headline says, messed up, interesting. No wonder Phoenix won an academy award.",,Neutral
62,"The real clowns here are the people rating this masterpiece of a movie with less than 8*. There is something really wrong in someone's head when he rates this movie with 1* like it's the worst movie ever made! Ok, we get it snowflakes, you want to feel different. Dissing this great film makes you feel good?
Believe me, just stay away from reviews like that, they don't even worth a glance. See this great movie for yourselves. At the least, I guarantee you will not waste your time.",,Negative
63,"W.O.W!!!
What can I say about how brilliant Phoenix act performance is ??
In shortcut,movie of the year 💯/💯👏",,Positive
64,The ending is what matters in a movie. And this movie has a kind of ending which would leave many speechless. It's indeed a masterpiece:),,Positive
65,"It seems like they were making a movie about psychotic killer clown and halfway during production decided to slap on a ""Joker"" title to make an ""origin"" movie about one of the most iconic villains of all time. They could literary change a couple of names and put the ""Depressed psycho killer clown"" as a title and it wouldn't make any difference. Well, at least i would give it a 5 out of 10 score. Maybe.Phoenix's Joker is stripped, sliced, diced, blended and strained to reduce him to only one of many aspects of character itself, insanity. Well that, and clown clothes. No other character traits Joker is famous, feared and loved for are there, and I just can't see them developing ever in this version of him. Even the movie itself is a slap to the one of the most important part of the lore and characterisation, Joker never truly revealed his true identity and even the three comic book versions of his genesis are probably all lies (well Jack Napier is just a shortcut for the story sake in first Keaton's Batman, movie-wise). Forget the deadly toys and gadgets, where are the genius intellect, prankster personality, wits, planning 5 steps ahead? True Joker is the driving force, this one is just a passenger in a cab (Taxi Driver pun intended). Joker would never pitty on himself, he does not laugh because he has a psychological condition and can't help it, he laughs because he is genuinely amused with all the terror and pain he inflicts, he IS truly a psychopath, not a person with some type of Tourette syndrome pushed in a world of murder and crime. And most of all Joker is supposed to be actually funny in his sick and twisted way, not only to himself (as Phoenix is) but to all of us. This is the first time i did not find anything funny in ones depiction of the Joker (well Leto's performance is a pretty good contender, but i won't judge him on the basis of 37 seconds of screen time lol, and even that was closer to Joker than this).As if you make a Batman movie where the Dark Knight is only left with his early fear of bats and mask with pointy ears, or the Iron Man where Tony is only a rich pompous jerk.And when Bruce Wayne becomes Batman Joker will be, what, 65, 70 years old?This movie doesn't work as an origin story, it doesn't work as a standalone (it's composed of only one really long act with a glimpse of a second one), nor as a part of DC in general. It is not an origin story we need, nor deserve, it simply isn't a Joker story.",,Negative
66,"I don't understand why some people find it boring when this feels like watching someone's documentar.All you people think is just fight scenes, that's why you'll never find any substance of any other types.Hollywood's modern superhero genre movies are seriously predictable and cliche, this movie is probably not, maybe. So, go on",,Positive
67,"I do agree that Joaquin's performance was great, very well done and not an easy part to pull off. That however, was the only good part of the film. Movie was dark as I expected, but so much SLOW dialog it was putting me to sleep. Parts of the movie were VERY predictable, though a couple (literally two) of surprises that were good but didn't out weigh a very slow moving poorly laid out story. I say skip this one and wait for it to hit the other subscription services, I'd ask for my money back but I did stay till the end.",,Neutral
68,"Joker is a unique experience It is more than a movie. It is very relatable, there are still a lot of jokers out there who are being bullied and mistreated day in and day out this movie speaks for the weak and unheard voices of the society we live in.",,Positive
69,"An outstanding performance by Joaquin Phoenix which completely embodies Joker's character. This is a film which people, decades from now, will be watching and inevitably will be rendered speechless by how exceptional it is.",,Positive
70,"This movie is so strong and Mr Phoenix so impressive that I can nothing but pray to god and say thank you for the creation of those emotions I got watching this movie.It is the most brutal story about (lack of) love I have ever seen.
Brutally human, political and mind blowing especially in regards to the deep connection you get to a person in our society that is in so deep need of just human warmth.The movie is a piece of art and I have rarely felt such emotions watching violent scenes.Must see and ""must discuss""Peace.",,Positive
71,"This is a stunning piece of work from JP and director Todd Phillips , totalling exceeded expectations and a truly Oscar worthy performance. A mesmerising tour de force from start to finish...excellent",,Positive
72,"Joker is basically the lite edition or postmodern version of Fight Club or the Scorsese films it lifts from. It's interesting to see how easily words like masterpiece and groundbreaking are being used for this, and that is the one joke that this movie successfully pulls off. It's just a whole lot of self-seriousness and posturing and is essentially hollow. It pretends to say a lot but ends up saying very little or nothing at all, not about the character nor about the society he's part of.It is also 'Joker' only in name and has very little to do with the super-villain. I'm all for a different interpretation and even an origin story for the joker but this movie fails to recognise or capture his spirit. Even 'Proto-Joker' doesn't quite do it justice, and I can think of a dozen more suitable titles e.g. Arthur, The Untalented Mr. Fleck, Smoker, Poser etc. Infact he's more akin to a less dangerous but also mentally unstable villain like Ratcatcher or Calendar Man though just with a clown theme, and is not even close to embodying the joker's extreme form of nihilism. It's not that it has to be a comic-book accurate portrayal, that would be irrelevant if it was genuinely a good movie. But far from being a masterpiece , it doesn't quite manage even that. It fails not just as an inaccurate portrayal of the Joker's spirit or essence, but also as a film about a person going over the edge.The weakest aspect of the movie for me is the poor to average direction. The movie lacks any of the subtlety and nuance that I was hoping for and what unfolds is not as much character development as it is things happening to Arthur. A good example of the poor writing and direction is the very Trump-like and one-dimensional Thomas Wayne character. This first became obvious during a scene in which some people happened to know the entire lyrics to a clown song. In a movie that otherwise tries very hard to be realistic that felt very unnecessary and took me out of the experience and it felt very contrived and predictable after that. It takes too many obvious liberties and plot conveniences to move the story forward in an unnatural and unrefined way, and ultimately felt like they tried to disguise the poor writing and direction with a dark and gritty atmosphere instead of those elements complementing each other.The only reason to watch this movie is Phoenix's performance, which while not groundbreaking is good enough to earn an awards nomination or two. I wouldn't put it in the same league as Heath Ledger's portrayal but they were two very different roles and characters. Ledger made his joker seem effortless while one can really see the strain and work Phoenix puts in. To put it simply, Ledger made it seem natural and didn't look like he was acting while with Phoenix you really know that he is, even to the extent that it may seem like overacting at times. Perhaps owing to the more physical nature of this version of whoever this character is supposed to be, that's not necessarily a criticism.Overall an average film at best that pretends to be a lot more. I don't see this one ageing well or being remembered decades later the way Fight Club or the Scorsese movies it's ""inspired"" by, or CBM's like Dark Knight or Logan or even Tim Burton's Batman, are remembered today.",,Positive
73,"People are so hyped about it because it's so pretentious, that it makes them feel like ""enlightened"" ones. I haven't heard a good review of this movie from smart or intelligent people. Only those whose main movie list consists of actions and comedies call this a piece of art.A wife of a friend even called those who hadn't liked the movie ""lemmings"" but she's the one from the countryside who dreams of expensive brands and it actually made me laugh my ass out. Now you have an idea who this movie was made for.The plot is the main weakness. The Phoenix overplays and it feels uncomfortable to watch. The camera work feels very cheap and the overall boredom of the movie makes you start noticing all the imperfections. I would give it 5-6 out of 10 but there are too many pretentious dummies who gave 10 points so I'll even out the difference.",,Neutral
74,"The movie was excellent and amazing, from the beginning that Joaquin's personality is seen as he evolves in the Joker until the end, Joker is the most difficult character to do and I think Joaquin did it!!",,Positive
75,"While I enjoyed the film, it felt pretty short. When ""The End"" appeared on the screen I couldn't help but think - ""That's it?""Joaquin Phoenix was fantastic with his new take on the Joker, and it's mesmerizing to see his facial expressions keep changing. And his Joker laugh is unique - sinister and full of Joker's madness.However despite some minor plot twists, most of interesting bits in the film have already been shown in the trailers. Don't expect much action like in The Dark Knight trilogy. Despite the much hyped gun violence, there are less guns in this movie than in any other Batman flick.This is not a bad film, but it's not a great one either. Watch it only for Joaquin's performance.",,Negative
76,"What's the most important thing that connect a character with the public? A deep, psycological interior drama. That's what brings this cinecomic upper from others similar movie. Joker is a protagonist that you'll never forget, I'll garantee you! More human and less fictional character: it could be a story of a normal man that try to survive in this mad world where there's no right or wrong and the real normality is to be mad, it's a Pirandellian concept in a way but that's the main theme. Even Gotham and the people who live in are seen in a new, dark, cynical and more actual than ever view. An origin movie that you'll never expect. I don't spend a single word talking about how perfect is every technical aspect because probably you know yet and of course, Joaquin Phoenix is a legend. Maybe the representation of Thomas Wayne could get a little bit angry the most passionate fans in a way but apart this, for me is 10/10.
I hope we'll talk about this in the future as a brother of The Dark Knight.",,Neutral
77,"Only 1% audience who think what they do is always correct like this film and try to project their actions as ultimate to the entire world.. a harmful film for the society.
But jokers acting is top notch. Director might have utilized him better than this.",,Negative
78,"I am not a Batman fan nor am I particularly fond of Joaquin Phoenix, but this movie was truly exceptional. It started slow but built to a viscerally satisfying crescendo. I never thought I would be rooting for the Joker, but found that I did so throughout the movie. The Joker's pain was so palpable. I am filling out my Oscar pool card right now.PS This movie is dark and violent and decidedly not a super hero movie. Leave the kids at home.",,Positive
79,"I was underwhelmed - to say it friendly - but not surprised by the fact. Because Hollywood has lost its magic looong time ago. IMHO no. bo. dy gives a damn about Darth Vader's Childhood or Joker's relationship with his mother. All we want for centuries is a proper boogeyman. If you overpaid LaLaLand-Schmocks won't jump from the stupid Prequel-explains-it-all-train - please give us at least solid filmmaking. Joker is a mess. No story, no finesse, no build-up, no surprises, no ideas. But a load of layman-psychology that should make even 12y olds roll their eyes; a cacophony of more or less unrelated scenes; cheesy taxi-driver-moments without any impact; massive overacting by Phoenix and no subtle sinister Joker moments except for the two second Elevator-Scene we all know (and love) from the trailer. rating 9.0? A joke. Heath Ledger, I miss you.",,Negative
80,"I'm speechless. This is one of my favorite movies , and it's the best. Joaquin Phoenix gives one of the best performances I've ever seen. Yes, I think he should absolutely win an Oscar for his portrayal as the iconic character. Heath Ledger is still my favorite Joker, but Joaquin is pretty close to the level of Ledger. Todd Phillips did a phenomenal job directing, I think this is his best work to date. Robert De Niro is not given much screen time, but he takes advantage of the time he's given, and he shines. The costume design and makeup is great as well, and I think it should be nominated for a major award. The script is incredible, I'm going to be quoting a lot of the lines for days. The violence in this movie was not even that bad, compared to other films that have had this amount of controversy. I would like to take a minute and say, that films and other media do not cause violence, this is not a ""dangerous film."" The last thirty minutes of this movie are absolutely insane, I won't be able to forget them. The death scene on the Murray Franklin Show, is absolutely crazy, and I did not see it coming. Despite the fact that Arthur Fleck (Joker) is a mass murderer, I couldn't help but feel bad for his character at times. I didn't forgive him for the things he did, but at the same time, I did sympathize with him. I really liked the progression of Arthur's character. You see him slowly growing more and more insane as the seconds go by. The runtime was perfect it never felt boring. I loved this movie, and there's so much more I want to talk about.",,Positive
81,"Acting, Cinematography, Music, Screenplay, Costumes, Gotham etc everything is 10/10.Oscar worthy performanceby by Joaquin Phoenix.Amazing directing by Todd Phillips & amazing cinematography by Lawrence Sher.",,Positive
82,I saw this movie 2 times. It's a masterpiece. Every time I saw this this movie it made me cry and I can feel the pain of the character. joaquin performance is marvelous. In the conclusion I can say it is best movie of the dc.,,Positive
83,"Truly a masterpiece, The Best Hollywood film of 2019, one of the Best films of the decade... And truly the Best film to bring a comic book so chillingly and realistically to real ife. Remarkable Direction, Cinematography, Music and the Acting. Some people are surprised to find it DISTURBING and VIOLENT, but it's a necessity and message. It's about society and reflects those underappreciated/unrecognized/bullied people, proving they can do something too. The way it shows class difference, corruption and how rich and talented rule others around them is not exaggerated and that's what makes it different. It's BELIEVABLE. There could be multiple JOKERs living in our society that could shake those around them in much bitter way than the film shows making people uncomforting people. Consider this a wake up call, a message, but first a film. A PERFECT film.",,Positive
84,"The acting, cinematography, sound design and the script itself are phenomenal. The film deserved its Oscar.Joker deserved to be presented at Venice Film Festival, an event that regards cinema as a form of art, because this film is far from a blockbuster or a mere entertainer movie, as most films in the genre are.It focuses on the psyche of the main character, as it slowly crumbles under the pressure of society. And thus, Joaquin Phoenix does a wonderful performance, earning almost surely a nomination at the oscars at least. It's a take on the Joker that differs from Ledger's, but I'd say that both are equally as good. The main difference might be that Ledger's joker is a rational that acts insane, while Phoenix's is insane to the root.",,Positive
85,"If you plan on watching this I would suggest skipping to the last 20 or 30mins. Otherwise it's completely boring, I thought people were saying this was suppose to be better then Heath Ledgers joker? Not to say this joker doesn't have potential but they just spent 90% of the movie showing that he has a mental issue.",,Negative
86,"If it wasn't for the title and make-up, you wouldn't know it was based on the comic-book character. First of all, the real Joker is not a weak and unconfident pushover. Not even in his genesis stage. The real Joker had a high tolerance for pain, could fight and was intelligent. Which made him dangerous due to his insanity. When Joaquin shoots the guy on the subway, he does it out of cowardice. They try to make up for it with the Murray shooting scene. There is no way that Joaquin's Joker will ever fill the shoes of the badass Joker in the comics, not even the different incarnations by different comic authors....and just forget about even coming close to Heath Ledger's portrayal. They should have just called the movie something totally different and forget about trying to make the connection.",,Negative
87,"Wow, what a movie! I have to admit, When I first heard Joaquin Phoenix was going to be the joker, I was surprised. I wasn't sure how he was going to pull it off. I was hoping it wasn't going to be another cheesy rendition full of fluff and unrealistic explanations of how the Joker came to be. One where my (adult) son wouldn't have to keep nudging me to wake me up. I was pleasantly surprised on well Todd Phillips' version played and Joaquin's acting was superb. You could feel the anguish his character was going through right up to the point he lost his mind. Just an excellent, well acted movie that you almost forget is derived from a DC comic.",,Positive
88,"There is doing an homage and then there is borrowing wholesale from other material. This film is little more than a remake of ""Taxi Driver"" with elements (most notably the end) borrowed from ""Network"".
In the case of ""Taxi Driver"" there are whole lines of dialogue, characters and scenes that are lifted from it and placed in this movie. Except the execution isn't as polished, the acting not of the same caliber and the story not as original.Watch ""Taxi Driver"" and ""Network"", this film was made 40 years earlier and was made better.",,Negative
89,"A mentally ill person without talents (or intelligence) cannot become a super villain just because he is angry. He will only be a mentally ill person with no talents (and intelligence) in anger. Nothing more. As a film, Joker lacks creativity or depth. In all senses. Unfortunately Joker did for the iconical character the same thing that Twilight did for vampire films.",,Negative
90,"This movie represents everything wrong with Hollywood. Take an existing thing, make vast changes to it to the point it is no longer the thing it was, yet still call it the same thing to profit off its popularity.This story is of a loser at the end of his ropes. His life was sad, pathetic and he is powerless and thus...of course, lashes out at the world for it. This is a millennial's story. A person that blames everyone else, is a victim. There is no strength in this character. He isnt scary. He isnt a thing to be feared. This so called Joker, because he is without strength, knowledge could never be what the Joker actually is. Hard to kill, vastly intelligent and a criminal master-mind.Besides undermining every single thing that is the Joker's history, it makes a mockery of the Batman universe. This ""man"", who has no criminal history, cant fight worth a damn and is a low-IQ nit-wit, can just magically become not only Batmans greatest enemy, but can hold his own against the most powerful mob bosses and villains in the DC Universe. Why? Because he hates the world because his life sucked.Most at this point will have gone on about the deep psychological aspect of the film and claim that only a few can understand it...it is true. It is a deep psychological look at the mind of a professional victim that has failed at life and wants to burn the world because of it all while ignoring how it could never happen because a person like this could only hope to go out with a bang, literally as weak beta males can only hope to do, or ever do. It takes personal and mental strength to because a thing that gains power, keeps it, and uses it. That, makes this movie a failure on all levels other than acting. Which is supurb. Phoenix himself would make a great Joker, if he was cast to play the actual Joker.Sadly, this movie has missed the mark on coming remotely close to being like the character that is the Joker. Any incarnation of it. At least Leto was close to the New 52 Joker, enough that makes that role, more Joker than this one.",,Negative
91,It's just that boring. really can't understand what the hype is all about??!,,Negative
92,"What can I say about it that hasn't already been said? It's not a terrible film, but it's not a great (or even a really good one) either. The technical aspects are great. The score and cinematography are really good. Many individual scenes are also good. But as a whole, it just feels unnecessary. Not just that, but tone deaf as well. What it's trying to say about mental illness is problematic. Why? Because it's not really sure what it's trying to say or if it's even trying to say anything about it at all. Instead, it was added in there because, well, it's easy right? Joaquin Phoenix really does excel in many scenes of the film, but I'm not sure I would want him winning an Oscar for this. Overall, it's also just not that interesting. It's kind of... boring at times. And for a Joker film to be boring? That's a crucial offense. And I guess everyone is entitled to their opinion, but I seriously wonder if those people calling this a ""masterpiece"" have even seen Taxi Driver or The King of Comedy.",,Negative
93,"One of the worst movies I have ever seen. Ok, maybe not but they hype surrounding the movie killed it for me. It's not a masterpiece but an ok film. Why the one star? Way too many 10's! For once I actually agree with the actual critics who graded this film.",,Negative
94,"I saw the joker last night and was highly disappointed. Possibly the worst joker movie I've seen. I suspect after the hype dies out it'll go down to 7 on imdb.SPOILERS BELOWI concede the movie had some interesting moments and attempted touch on mental health. I'll ignore the marxist undertone of the rich as the evil oppressors and the poor as the good oppressed and the mask wearing protagonist violent protestors who kill cops.The main reason I disliked the movie was because the joker was in no way a genius super villain who could outwit other characters and the audience with his cunning intelligence. He was a sob story loser. He was in no way in control of anything that happened to him in his life and everyone got the better of him and he just took it. Even his co-workers quite easily outwitted him and caused him to be fired. He was just a sad dude. He was even bullied by a bunch of teenage kids who took his sign. What did the evil genius do? He ran after them and got the sh$@ beat out of him. Eventually when his medication ran out he started killing people and by pure luck he killed three rich men which led to his fame. Even his own fame was a complete coincidence and completely out of his control.This joker will have no chance of fighting Batman. By the time Bruce is in his 30s and becomes the batman the joker will be in his 60s, at least. The only thing this pathetic joker will be fighting is PTSD and back problems.",,Negative
95,JOKER is a gift to the audiences. I felt as a privileged person to sit in a movie theater and watching it. Joaquin Phoenix and Todd Phillips gave to the world of cinema a rear pearl. I don't know what people are complaining about: this is really something else.,,Positive
96,"I didnt really know much about this movie. I hadnt seen any trailers for it or anything but i decided to give it a go while i was stoned with my mate Steve. we actually got tickets for a different movie but couldnt find our screen so we ended up in the screen showing The Joker. It wasnt til about 45 minutes in that I realised this movie is no good. I couldnt understand a lot of what certain actors were saying it was really mumbled and low quality. The story is so confusing its hard to keep track of who's who. There's a lot of scenes where literally nothing happens except for people talking or walking down corridors. I whispered to my mate Steve about an hour in to see if he thought it was as bad as i did, but he had fallen asleep.The good thing about the movie is the acting. the geezer who plays the joker is very good at it. Also there is a few very funny scenes near the end but other than that this movie is overly long, too complex, not enough action, and poor directing.",,Negative
97,"This was one of the worse movies I have seen. It was over acted by all actors, the story dragged on and on. I saw this movie for a bargain matinee and thought I was ripped off! The only good part was the comfy chairs and the half priced snacks!
Phoenix was so over the top and not in a good way. PHOENIX STOP DANCING!!! Deniro played another version of all the parts he has played in the past few years!
2 stars for the chair and 1 star for the snacks, -1 stars for wasting my day!",,Negative
98,"Film was directed and produced poorly. Opportunity to take advantage of the incredible Joaquin Phoenix was blown.Gratuitous violence. Misplaced violence. Wrong approach to joker.Disappointing connection to viewer. Film was wandering for long periods. Tons of footage that should have hit the cutting room floor.I really wanted an stirringly creepy connection with Joaquin as Joker. It wasn't there.If you are looking for Joaquin moment like in Gladiator, you will be very disappointed.",,Negative
99,This movie is poorly done as to how it tells the story. It is a dark movie showing the problem of mental illness,,Neutral
